"","start_station_name","start_station_longitude","start_station_latitude","end_station_name","end_station_longitude","end_station_latitude","n"
"1","11th & San Jacinto",-97.73854,30.27193,"17th & Guadalupe",-97.74254,30.27974,22
"2","11th & San Jacinto",-97.73854,30.27193,"2nd & Congress",-97.74355,30.26408,42
"3","11th & San Jacinto",-97.73854,30.27193,"3rd & West",-97.75189,30.2678,23
"4","11th & San Jacinto",-97.73854,30.27193,"4th & Congress",-97.74378,30.26634,79
"5","11th & San Jacinto",-97.73854,30.27193,"5th & Bowie",-97.75332,30.2696,27
"6","11th & San Jacinto",-97.73854,30.27193,"5th & San Marcos",-97.73289,30.26416,22
"7","11th & San Jacinto",-97.73854,30.27193,"8th & Congress",-97.74186,30.2698,86
"8","11th & San Jacinto",-97.73854,30.27193,"ACC - Rio Grande & 12th",-97.74739,30.27595,9
"9","11th & San Jacinto",-97.73854,30.27193,"ACC - West & 12th Street",-97.74831,30.27624,25
"10","11th & San Jacinto",-97.73854,30.27193,"Barton Springs & Riverside",-97.74872,30.2587,19
"11","11th & San Jacinto",-97.73854,30.27193,"Barton Springs @ Kinney Ave",-97.76118,30.262,13
"12","11th & San Jacinto",-97.73854,30.27193,"Barton Springs Pool",-97.7712,30.26452,7
"13","11th & San Jacinto",-97.73854,30.27193,"Brazos & 6th",-97.74154,30.26754,81
"14","11th & San Jacinto",-97.73854,30.27193,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,45
"15","11th & San Jacinto",-97.73854,30.27193,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,27
"16","11th & San Jacinto",-97.73854,30.27193,"Capitol Station / Congress & 11th",-97.74127,30.2726,111
"17","11th & San Jacinto",-97.73854,30.27193,"City Hall / Lavaca & 2nd",-97.74678,30.26476,61
"18","11th & San Jacinto",-97.73854,30.27193,"Convention Center / 3rd & Trinity",-97.74023,30.26426,50
"19","11th & San Jacinto",-97.73854,30.27193,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,101
"20","11th & San Jacinto",-97.73854,30.27193,"Davis at Rainey Street",-97.73845,30.26019,120
"21","11th & San Jacinto",-97.73854,30.27193,"East 11th St. & San Marcos",-97.73074,30.26968,118
"22","11th & San Jacinto",-97.73854,30.27193,"East 11th St. at Victory Grill",-97.72843,30.26896,51
"23","11th & San Jacinto",-97.73854,30.27193,"East 2nd & Pedernales",-97.71665,30.25542,8
"24","11th & San Jacinto",-97.73854,30.27193,"East 4th & Chicon",-97.72373,30.25987,4
"25","11th & San Jacinto",-97.73854,30.27193,"East 6th & Pedernales St.",-97.71475,30.25895,4
"26","11th & San Jacinto",-97.73854,30.27193,"East 6th at Robert Martinez",-97.71899,30.26032,4
"27","11th & San Jacinto",-97.73854,30.27193,"East 7th & Pleasant Valley",-97.71002,30.26025,1
"28","11th & San Jacinto",-97.73854,30.27193,"Guadalupe & 21st",-97.74198,30.28395,37
"29","11th & San Jacinto",-97.73854,30.27193,"Lavaca & 6th",-97.74525,30.26889,19
"30","11th & San Jacinto",-97.73854,30.27193,"Long Center @ South 1st & Riverside",-97.74971,30.25941,18
"31","11th & San Jacinto",-97.73854,30.27193,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,7
"32","11th & San Jacinto",-97.73854,30.27193,"Nueces @ 3rd",-97.74939,30.26694,46
"33","11th & San Jacinto",-97.73854,30.27193,"Palmer Auditorium",-97.75346,30.25971,14
"34","11th & San Jacinto",-97.73854,30.27193,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,11
"35","11th & San Jacinto",-97.73854,30.27193,"Plaza Saltillo",-97.72743,30.26217,15
"36","11th & San Jacinto",-97.73854,30.27193,"Rainey @ River St",-97.7391,30.25802,6
"37","11th & San Jacinto",-97.73854,30.27193,"Rainey St @ Cummings",-97.73982,30.25579,11
"38","11th & San Jacinto",-97.73854,30.27193,"Red River & 8th Street",-97.73646,30.26854,81
"39","11th & San Jacinto",-97.73854,30.27193,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,4
"40","11th & San Jacinto",-97.73854,30.27193,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,23
"41","11th & San Jacinto",-97.73854,30.27193,"Riverside @ S. Lamar",-97.75665,30.26446,22
"42","11th & San Jacinto",-97.73854,30.27193,"San Jacinto & 8th Street",-97.73986,30.26912,40
"43","11th & San Jacinto",-97.73854,30.27193,"South Congress & Academy",-97.74854,30.25226,26
"44","11th & San Jacinto",-97.73854,30.27193,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,11
"45","11th & San Jacinto",-97.73854,30.27193,"South Congress & Elizabeth",-97.75019,30.24891,34
"46","11th & San Jacinto",-97.73854,30.27193,"South Congress & James",-97.74926,30.25103,19
"47","11th & San Jacinto",-97.73854,30.27193,"State Capitol @ 14th & Colorado",-97.74155,30.27654,20
"48","11th & San Jacinto",-97.73854,30.27193,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,22
"49","11th & San Jacinto",-97.73854,30.27193,"Toomey Rd @ South Lamar",-97.75824,30.26304,4
"50","11th & San Jacinto",-97.73854,30.27193,"Trinity & 6th Street",-97.73933,30.26735,41
"51","11th & San Jacinto",-97.73854,30.27193,"UT West Mall @ Guadalupe",-97.74181,30.28576,80
"52","11th & San Jacinto",-97.73854,30.27193,"Waller & 6th St.",-97.73049,30.26461,12
"53","11th & San Jacinto",-97.73854,30.27193,"West & 6th St.",-97.75046,30.27041,36
"54","11th & San Jacinto",-97.73854,30.27193,"Zilker Park",-97.76822,30.2659,52
"55","11th & San Jacinto",-97.73854,30.27193,"Zilker Park West",-97.76826,30.26587,6
"56","17th & Guadalupe",-97.74254,30.27974,"11th & San Jacinto",-97.73854,30.27193,12
"57","17th & Guadalupe",-97.74254,30.27974,"2nd & Congress",-97.74355,30.26408,146
"58","17th & Guadalupe",-97.74254,30.27974,"3rd & West",-97.75189,30.2678,97
"59","17th & Guadalupe",-97.74254,30.27974,"4th & Congress",-97.74378,30.26634,249
"60","17th & Guadalupe",-97.74254,30.27974,"5th & Bowie",-97.75332,30.2696,227
"61","17th & Guadalupe",-97.74254,30.27974,"5th & San Marcos",-97.73289,30.26416,39
"62","17th & Guadalupe",-97.74254,30.27974,"6th & Navasota St.",-97.72864,30.26383,3
"63","17th & Guadalupe",-97.74254,30.27974,"8th & Congress",-97.74186,30.2698,228
"64","17th & Guadalupe",-97.74254,30.27974,"8th & Guadalupe",-97.74563,30.27106,25
"65","17th & Guadalupe",-97.74254,30.27974,"ACC - Rio Grande & 12th",-97.74739,30.27595,31
"66","17th & Guadalupe",-97.74254,30.27974,"ACC - West & 12th Street",-97.74831,30.27624,45
"67","17th & Guadalupe",-97.74254,30.27974,"Barton Springs & Riverside",-97.74872,30.2587,78
"68","17th & Guadalupe",-97.74254,30.27974,"Barton Springs @ Kinney Ave",-97.76118,30.262,54
"69","17th & Guadalupe",-97.74254,30.27974,"Barton Springs Pool",-97.7712,30.26452,23
"70","17th & Guadalupe",-97.74254,30.27974,"Brazos & 6th",-97.74154,30.26754,44
"71","17th & Guadalupe",-97.74254,30.27974,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,114
"72","17th & Guadalupe",-97.74254,30.27974,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,7
"73","17th & Guadalupe",-97.74254,30.27974,"Capitol Station / Congress & 11th",-97.74127,30.2726,260
"74","17th & Guadalupe",-97.74254,30.27974,"City Hall / Lavaca & 2nd",-97.74678,30.26476,333
"75","17th & Guadalupe",-97.74254,30.27974,"Convention Center / 3rd & Trinity",-97.74023,30.26426,139
"76","17th & Guadalupe",-97.74254,30.27974,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,191
"77","17th & Guadalupe",-97.74254,30.27974,"Davis at Rainey Street",-97.73845,30.26019,89
"78","17th & Guadalupe",-97.74254,30.27974,"East 11th St. & San Marcos",-97.73074,30.26968,49
"79","17th & Guadalupe",-97.74254,30.27974,"East 11th St. at Victory Grill",-97.72843,30.26896,23
"80","17th & Guadalupe",-97.74254,30.27974,"East 2nd & Pedernales",-97.71665,30.25542,9
"81","17th & Guadalupe",-97.74254,30.27974,"East 4th & Chicon",-97.72373,30.25987,89
"82","17th & Guadalupe",-97.74254,30.27974,"East 6th & Pedernales St.",-97.71475,30.25895,9
"83","17th & Guadalupe",-97.74254,30.27974,"East 6th at Robert Martinez",-97.71899,30.26032,55
"84","17th & Guadalupe",-97.74254,30.27974,"Guadalupe & 21st",-97.74198,30.28395,169
"85","17th & Guadalupe",-97.74254,30.27974,"Lavaca & 6th",-97.74525,30.26889,68
"86","17th & Guadalupe",-97.74254,30.27974,"Long Center @ South 1st & Riverside",-97.74971,30.25941,127
"87","17th & Guadalupe",-97.74254,30.27974,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,11
"88","17th & Guadalupe",-97.74254,30.27974,"Nueces @ 3rd",-97.74939,30.26694,15
"89","17th & Guadalupe",-97.74254,30.27974,"Palmer Auditorium",-97.75346,30.25971,35
"90","17th & Guadalupe",-97.74254,30.27974,"Pease Park",-97.75219,30.28118,5
"91","17th & Guadalupe",-97.74254,30.27974,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,76
"92","17th & Guadalupe",-97.74254,30.27974,"Plaza Saltillo",-97.72743,30.26217,43
"93","17th & Guadalupe",-97.74254,30.27974,"Rainey @ River St",-97.7391,30.25802,6
"94","17th & Guadalupe",-97.74254,30.27974,"Rainey St @ Cummings",-97.73982,30.25579,44
"95","17th & Guadalupe",-97.74254,30.27974,"Red River & 8th Street",-97.73646,30.26854,126
"96","17th & Guadalupe",-97.74254,30.27974,"Republic Square",-97.74802,30.26751,4
"97","17th & Guadalupe",-97.74254,30.27974,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,50
"98","17th & Guadalupe",-97.74254,30.27974,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,418
"99","17th & Guadalupe",-97.74254,30.27974,"Riverside @ S. Lamar",-97.75665,30.26446,74
"100","17th & Guadalupe",-97.74254,30.27974,"San Jacinto & 8th Street",-97.73986,30.26912,121
"101","17th & Guadalupe",-97.74254,30.27974,"South Congress & Academy",-97.74854,30.25226,56
"102","17th & Guadalupe",-97.74254,30.27974,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,5
"103","17th & Guadalupe",-97.74254,30.27974,"South Congress & Elizabeth",-97.75019,30.24891,97
"104","17th & Guadalupe",-97.74254,30.27974,"South Congress & James",-97.74926,30.25103,129
"105","17th & Guadalupe",-97.74254,30.27974,"State Capitol @ 14th & Colorado",-97.74155,30.27654,67
"106","17th & Guadalupe",-97.74254,30.27974,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,39
"107","17th & Guadalupe",-97.74254,30.27974,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,8
"108","17th & Guadalupe",-97.74254,30.27974,"Toomey Rd @ South Lamar",-97.75824,30.26304,11
"109","17th & Guadalupe",-97.74254,30.27974,"Trinity & 6th Street",-97.73933,30.26735,110
"110","17th & Guadalupe",-97.74254,30.27974,"UT West Mall @ Guadalupe",-97.74181,30.28576,341
"111","17th & Guadalupe",-97.74254,30.27974,"Waller & 6th St.",-97.73049,30.26461,19
"112","17th & Guadalupe",-97.74254,30.27974,"West & 6th St.",-97.75046,30.27041,457
"113","17th & Guadalupe",-97.74254,30.27974,"Zilker Park",-97.76822,30.2659,87
"114","17th & Guadalupe",-97.74254,30.27974,"Zilker Park West",-97.76826,30.26587,20
"115","2nd & Congress",-97.74355,30.26408,"11th & San Jacinto",-97.73854,30.27193,29
"116","2nd & Congress",-97.74355,30.26408,"17th & Guadalupe",-97.74254,30.27974,119
"117","2nd & Congress",-97.74355,30.26408,"3rd & West",-97.75189,30.2678,402
"118","2nd & Congress",-97.74355,30.26408,"4th & Congress",-97.74378,30.26634,382
"119","2nd & Congress",-97.74355,30.26408,"5th & Bowie",-97.75332,30.2696,883
"120","2nd & Congress",-97.74355,30.26408,"5th & San Marcos",-97.73289,30.26416,270
"121","2nd & Congress",-97.74355,30.26408,"6th & Navasota St.",-97.72864,30.26383,29
"122","2nd & Congress",-97.74355,30.26408,"8th & Congress",-97.74186,30.2698,409
"123","2nd & Congress",-97.74355,30.26408,"8th & Guadalupe",-97.74563,30.27106,11
"124","2nd & Congress",-97.74355,30.26408,"ACC - Rio Grande & 12th",-97.74739,30.27595,34
"125","2nd & Congress",-97.74355,30.26408,"ACC - West & 12th Street",-97.74831,30.27624,34
"126","2nd & Congress",-97.74355,30.26408,"Barton Springs & Riverside",-97.74872,30.2587,588
"127","2nd & Congress",-97.74355,30.26408,"Barton Springs @ Kinney Ave",-97.76118,30.262,447
"128","2nd & Congress",-97.74355,30.26408,"Barton Springs Pool",-97.7712,30.26452,220
"129","2nd & Congress",-97.74355,30.26408,"Brazos & 6th",-97.74154,30.26754,155
"130","2nd & Congress",-97.74355,30.26408,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,292
"131","2nd & Congress",-97.74355,30.26408,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,22
"132","2nd & Congress",-97.74355,30.26408,"Capitol Station / Congress & 11th",-97.74127,30.2726,750
"133","2nd & Congress",-97.74355,30.26408,"City Hall / Lavaca & 2nd",-97.74678,30.26476,644
"134","2nd & Congress",-97.74355,30.26408,"Convention Center / 3rd & Trinity",-97.74023,30.26426,419
"135","2nd & Congress",-97.74355,30.26408,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,831
"136","2nd & Congress",-97.74355,30.26408,"Davis at Rainey Street",-97.73845,30.26019,848
"137","2nd & Congress",-97.74355,30.26408,"East 11th St. & San Marcos",-97.73074,30.26968,199
"138","2nd & Congress",-97.74355,30.26408,"East 11th St. at Victory Grill",-97.72843,30.26896,52
"139","2nd & Congress",-97.74355,30.26408,"East 2nd & Pedernales",-97.71665,30.25542,36
"140","2nd & Congress",-97.74355,30.26408,"East 4th & Chicon",-97.72373,30.25987,79
"141","2nd & Congress",-97.74355,30.26408,"East 6th & Pedernales St.",-97.71475,30.25895,49
"142","2nd & Congress",-97.74355,30.26408,"East 6th at Robert Martinez",-97.71899,30.26032,91
"143","2nd & Congress",-97.74355,30.26408,"East 7th & Pleasant Valley",-97.71002,30.26025,2
"144","2nd & Congress",-97.74355,30.26408,"Guadalupe & 21st",-97.74198,30.28395,217
"145","2nd & Congress",-97.74355,30.26408,"Lavaca & 6th",-97.74525,30.26889,87
"146","2nd & Congress",-97.74355,30.26408,"Long Center @ South 1st & Riverside",-97.74971,30.25941,362
"147","2nd & Congress",-97.74355,30.26408,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,121
"148","2nd & Congress",-97.74355,30.26408,"Nueces @ 3rd",-97.74939,30.26694,124
"149","2nd & Congress",-97.74355,30.26408,"Palmer Auditorium",-97.75346,30.25971,317
"150","2nd & Congress",-97.74355,30.26408,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,382
"151","2nd & Congress",-97.74355,30.26408,"Plaza Saltillo",-97.72743,30.26217,240
"152","2nd & Congress",-97.74355,30.26408,"Rainey @ River St",-97.7391,30.25802,170
"153","2nd & Congress",-97.74355,30.26408,"Rainey St @ Cummings",-97.73982,30.25579,751
"154","2nd & Congress",-97.74355,30.26408,"Red River & 8th Street",-97.73646,30.26854,293
"155","2nd & Congress",-97.74355,30.26408,"Republic Square",-97.74802,30.26751,6
"156","2nd & Congress",-97.74355,30.26408,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,80
"157","2nd & Congress",-97.74355,30.26408,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,257
"158","2nd & Congress",-97.74355,30.26408,"Riverside @ S. Lamar",-97.75665,30.26446,647
"159","2nd & Congress",-97.74355,30.26408,"San Jacinto & 8th Street",-97.73986,30.26912,176
"160","2nd & Congress",-97.74355,30.26408,"South Congress & Academy",-97.74854,30.25226,914
"161","2nd & Congress",-97.74355,30.26408,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,117
"162","2nd & Congress",-97.74355,30.26408,"South Congress & Elizabeth",-97.75019,30.24891,674
"163","2nd & Congress",-97.74355,30.26408,"South Congress & James",-97.74926,30.25103,1037
"164","2nd & Congress",-97.74355,30.26408,"State Capitol @ 14th & Colorado",-97.74155,30.27654,113
"165","2nd & Congress",-97.74355,30.26408,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,83
"166","2nd & Congress",-97.74355,30.26408,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,10
"167","2nd & Congress",-97.74355,30.26408,"Toomey Rd @ South Lamar",-97.75824,30.26304,109
"168","2nd & Congress",-97.74355,30.26408,"Trinity & 6th Street",-97.73933,30.26735,409
"169","2nd & Congress",-97.74355,30.26408,"UT West Mall @ Guadalupe",-97.74181,30.28576,191
"170","2nd & Congress",-97.74355,30.26408,"Waller & 6th St.",-97.73049,30.26461,181
"171","2nd & Congress",-97.74355,30.26408,"West & 6th St.",-97.75046,30.27041,382
"172","2nd & Congress",-97.74355,30.26408,"Zilker Park",-97.76822,30.2659,381
"173","2nd & Congress",-97.74355,30.26408,"Zilker Park West",-97.76826,30.26587,152
"174","3rd & West",-97.75189,30.2678,"11th & San Jacinto",-97.73854,30.27193,33
"175","3rd & West",-97.75189,30.2678,"17th & Guadalupe",-97.74254,30.27974,73
"176","3rd & West",-97.75189,30.2678,"2nd & Congress",-97.74355,30.26408,604
"177","3rd & West",-97.75189,30.2678,"4th & Congress",-97.74378,30.26634,1116
"178","3rd & West",-97.75189,30.2678,"5th & Bowie",-97.75332,30.2696,606
"179","3rd & West",-97.75189,30.2678,"5th & San Marcos",-97.73289,30.26416,127
"180","3rd & West",-97.75189,30.2678,"6th & Congress",-97.74285,30.26822,2
"181","3rd & West",-97.75189,30.2678,"6th & Navasota St.",-97.72864,30.26383,7
"182","3rd & West",-97.75189,30.2678,"8th & Congress",-97.74186,30.2698,333
"183","3rd & West",-97.75189,30.2678,"8th & Guadalupe",-97.74563,30.27106,6
"184","3rd & West",-97.75189,30.2678,"ACC - Rio Grande & 12th",-97.74739,30.27595,6
"185","3rd & West",-97.75189,30.2678,"ACC - West & 12th Street",-97.74831,30.27624,43
"186","3rd & West",-97.75189,30.2678,"Barton Springs & Riverside",-97.74872,30.2587,303
"187","3rd & West",-97.75189,30.2678,"Barton Springs @ Kinney Ave",-97.76118,30.262,464
"188","3rd & West",-97.75189,30.2678,"Barton Springs Pool",-97.7712,30.26452,79
"189","3rd & West",-97.75189,30.2678,"Brazos & 6th",-97.74154,30.26754,107
"190","3rd & West",-97.75189,30.2678,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,49
"191","3rd & West",-97.75189,30.2678,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,5
"192","3rd & West",-97.75189,30.2678,"Capitol Station / Congress & 11th",-97.74127,30.2726,100
"193","3rd & West",-97.75189,30.2678,"City Hall / Lavaca & 2nd",-97.74678,30.26476,1503
"194","3rd & West",-97.75189,30.2678,"Convention Center / 3rd & Trinity",-97.74023,30.26426,323
"195","3rd & West",-97.75189,30.2678,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,744
"196","3rd & West",-97.75189,30.2678,"Davis at Rainey Street",-97.73845,30.26019,289
"197","3rd & West",-97.75189,30.2678,"East 11th St. & San Marcos",-97.73074,30.26968,43
"198","3rd & West",-97.75189,30.2678,"East 11th St. at Victory Grill",-97.72843,30.26896,12
"199","3rd & West",-97.75189,30.2678,"East 2nd & Pedernales",-97.71665,30.25542,20
"200","3rd & West",-97.75189,30.2678,"East 4th & Chicon",-97.72373,30.25987,32
"201","3rd & West",-97.75189,30.2678,"East 6th & Pedernales St.",-97.71475,30.25895,41
"202","3rd & West",-97.75189,30.2678,"East 6th at Robert Martinez",-97.71899,30.26032,78
"203","3rd & West",-97.75189,30.2678,"Guadalupe & 21st",-97.74198,30.28395,60
"204","3rd & West",-97.75189,30.2678,"Lavaca & 6th",-97.74525,30.26889,60
"205","3rd & West",-97.75189,30.2678,"Long Center @ South 1st & Riverside",-97.74971,30.25941,323
"206","3rd & West",-97.75189,30.2678,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,86
"207","3rd & West",-97.75189,30.2678,"Nueces @ 3rd",-97.74939,30.26694,218
"208","3rd & West",-97.75189,30.2678,"Palmer Auditorium",-97.75346,30.25971,142
"209","3rd & West",-97.75189,30.2678,"Pease Park",-97.75219,30.28118,2
"210","3rd & West",-97.75189,30.2678,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,374
"211","3rd & West",-97.75189,30.2678,"Plaza Saltillo",-97.72743,30.26217,64
"212","3rd & West",-97.75189,30.2678,"Rainey @ River St",-97.7391,30.25802,42
"213","3rd & West",-97.75189,30.2678,"Rainey St @ Cummings",-97.73982,30.25579,283
"214","3rd & West",-97.75189,30.2678,"Red River & 8th Street",-97.73646,30.26854,90
"215","3rd & West",-97.75189,30.2678,"Republic Square",-97.74802,30.26751,4
"216","3rd & West",-97.75189,30.2678,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,105
"217","3rd & West",-97.75189,30.2678,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,301
"218","3rd & West",-97.75189,30.2678,"Riverside @ S. Lamar",-97.75665,30.26446,378
"219","3rd & West",-97.75189,30.2678,"San Jacinto & 8th Street",-97.73986,30.26912,68
"220","3rd & West",-97.75189,30.2678,"South Congress & Academy",-97.74854,30.25226,111
"221","3rd & West",-97.75189,30.2678,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,27
"222","3rd & West",-97.75189,30.2678,"South Congress & Elizabeth",-97.75019,30.24891,65
"223","3rd & West",-97.75189,30.2678,"South Congress & James",-97.74926,30.25103,88
"224","3rd & West",-97.75189,30.2678,"State Capitol @ 14th & Colorado",-97.74155,30.27654,17
"225","3rd & West",-97.75189,30.2678,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,24
"226","3rd & West",-97.75189,30.2678,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,2
"227","3rd & West",-97.75189,30.2678,"Toomey Rd @ South Lamar",-97.75824,30.26304,121
"228","3rd & West",-97.75189,30.2678,"Trinity & 6th Street",-97.73933,30.26735,136
"229","3rd & West",-97.75189,30.2678,"UT West Mall @ Guadalupe",-97.74181,30.28576,65
"230","3rd & West",-97.75189,30.2678,"Waller & 6th St.",-97.73049,30.26461,48
"231","3rd & West",-97.75189,30.2678,"West & 6th St.",-97.75046,30.27041,230
"232","3rd & West",-97.75189,30.2678,"Zilker Park",-97.76822,30.2659,239
"233","3rd & West",-97.75189,30.2678,"Zilker Park West",-97.76826,30.26587,54
"234","4th & Congress",-97.74378,30.26634,"11th & San Jacinto",-97.73854,30.27193,48
"235","4th & Congress",-97.74378,30.26634,"17th & Guadalupe",-97.74254,30.27974,179
"236","4th & Congress",-97.74378,30.26634,"2nd & Congress",-97.74355,30.26408,357
"237","4th & Congress",-97.74378,30.26634,"3rd & West",-97.75189,30.2678,928
"238","4th & Congress",-97.74378,30.26634,"5th & Bowie",-97.75332,30.2696,1896
"239","4th & Congress",-97.74378,30.26634,"5th & San Marcos",-97.73289,30.26416,507
"240","4th & Congress",-97.74378,30.26634,"6th & Navasota St.",-97.72864,30.26383,74
"241","4th & Congress",-97.74378,30.26634,"8th & Congress",-97.74186,30.2698,473
"242","4th & Congress",-97.74378,30.26634,"8th & Guadalupe",-97.74563,30.27106,6
"243","4th & Congress",-97.74378,30.26634,"ACC - Rio Grande & 12th",-97.74739,30.27595,49
"244","4th & Congress",-97.74378,30.26634,"ACC - West & 12th Street",-97.74831,30.27624,50
"245","4th & Congress",-97.74378,30.26634,"Barton Springs & Riverside",-97.74872,30.2587,646
"246","4th & Congress",-97.74378,30.26634,"Barton Springs @ Kinney Ave",-97.76118,30.262,246
"247","4th & Congress",-97.74378,30.26634,"Barton Springs Pool",-97.7712,30.26452,119
"248","4th & Congress",-97.74378,30.26634,"Brazos & 6th",-97.74154,30.26754,62
"249","4th & Congress",-97.74378,30.26634,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,259
"250","4th & Congress",-97.74378,30.26634,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,18
"251","4th & Congress",-97.74378,30.26634,"Capitol Station / Congress & 11th",-97.74127,30.2726,618
"252","4th & Congress",-97.74378,30.26634,"City Hall / Lavaca & 2nd",-97.74678,30.26476,490
"253","4th & Congress",-97.74378,30.26634,"Convention Center / 3rd & Trinity",-97.74023,30.26426,169
"254","4th & Congress",-97.74378,30.26634,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,575
"255","4th & Congress",-97.74378,30.26634,"Davis at Rainey Street",-97.73845,30.26019,629
"256","4th & Congress",-97.74378,30.26634,"East 11th St. & San Marcos",-97.73074,30.26968,164
"257","4th & Congress",-97.74378,30.26634,"East 11th St. at Victory Grill",-97.72843,30.26896,40
"258","4th & Congress",-97.74378,30.26634,"East 2nd & Pedernales",-97.71665,30.25542,56
"259","4th & Congress",-97.74378,30.26634,"East 4th & Chicon",-97.72373,30.25987,105
"260","4th & Congress",-97.74378,30.26634,"East 6th & Pedernales St.",-97.71475,30.25895,72
"261","4th & Congress",-97.74378,30.26634,"East 6th at Robert Martinez",-97.71899,30.26032,358
"262","4th & Congress",-97.74378,30.26634,"East 7th & Pleasant Valley",-97.71002,30.26025,2
"263","4th & Congress",-97.74378,30.26634,"Guadalupe & 21st",-97.74198,30.28395,206
"264","4th & Congress",-97.74378,30.26634,"Lavaca & 6th",-97.74525,30.26889,29
"265","4th & Congress",-97.74378,30.26634,"Long Center @ South 1st & Riverside",-97.74971,30.25941,663
"266","4th & Congress",-97.74378,30.26634,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,29
"267","4th & Congress",-97.74378,30.26634,"Nueces @ 3rd",-97.74939,30.26694,340
"268","4th & Congress",-97.74378,30.26634,"Palmer Auditorium",-97.75346,30.25971,426
"269","4th & Congress",-97.74378,30.26634,"Pease Park",-97.75219,30.28118,6
"270","4th & Congress",-97.74378,30.26634,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,624
"271","4th & Congress",-97.74378,30.26634,"Plaza Saltillo",-97.72743,30.26217,728
"272","4th & Congress",-97.74378,30.26634,"Rainey @ River St",-97.7391,30.25802,81
"273","4th & Congress",-97.74378,30.26634,"Rainey St @ Cummings",-97.73982,30.25579,419
"274","4th & Congress",-97.74378,30.26634,"Red River & 8th Street",-97.73646,30.26854,263
"275","4th & Congress",-97.74378,30.26634,"Republic Square",-97.74802,30.26751,23
"276","4th & Congress",-97.74378,30.26634,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,282
"277","4th & Congress",-97.74378,30.26634,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,272
"278","4th & Congress",-97.74378,30.26634,"Riverside @ S. Lamar",-97.75665,30.26446,536
"279","4th & Congress",-97.74378,30.26634,"San Jacinto & 8th Street",-97.73986,30.26912,139
"280","4th & Congress",-97.74378,30.26634,"South Congress & Academy",-97.74854,30.25226,744
"281","4th & Congress",-97.74378,30.26634,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,65
"282","4th & Congress",-97.74378,30.26634,"South Congress & Elizabeth",-97.75019,30.24891,484
"283","4th & Congress",-97.74378,30.26634,"South Congress & James",-97.74926,30.25103,709
"284","4th & Congress",-97.74378,30.26634,"State Capitol @ 14th & Colorado",-97.74155,30.27654,101
"285","4th & Congress",-97.74378,30.26634,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,91
