"","start_station_name","start_station_longitude","start_station_latitude","end_station_name","end_station_longitude","end_station_latitude","n"
"676","Barton Springs & Riverside",-97.74872,30.2587,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,728
"677","Barton Springs & Riverside",-97.74872,30.2587,"Davis at Rainey Street",-97.73845,30.26019,304
"678","Barton Springs & Riverside",-97.74872,30.2587,"East 11th St. & San Marcos",-97.73074,30.26968,60
"679","Barton Springs & Riverside",-97.74872,30.2587,"East 11th St. at Victory Grill",-97.72843,30.26896,16
"680","Barton Springs & Riverside",-97.74872,30.2587,"East 2nd & Pedernales",-97.71665,30.25542,12
"681","Barton Springs & Riverside",-97.74872,30.2587,"East 4th & Chicon",-97.72373,30.25987,20
"682","Barton Springs & Riverside",-97.74872,30.2587,"East 6th & Pedernales St.",-97.71475,30.25895,12
"683","Barton Springs & Riverside",-97.74872,30.2587,"East 6th at Robert Martinez",-97.71899,30.26032,14
"684","Barton Springs & Riverside",-97.74872,30.2587,"East 7th & Pleasant Valley",-97.71002,30.26025,1
"685","Barton Springs & Riverside",-97.74872,30.2587,"Guadalupe & 21st",-97.74198,30.28395,62
"686","Barton Springs & Riverside",-97.74872,30.2587,"Lavaca & 6th",-97.74525,30.26889,64
"687","Barton Springs & Riverside",-97.74872,30.2587,"Long Center @ South 1st & Riverside",-97.74971,30.25941,380
"688","Barton Springs & Riverside",-97.74872,30.2587,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,37
"689","Barton Springs & Riverside",-97.74872,30.2587,"Nueces @ 3rd",-97.74939,30.26694,36
"690","Barton Springs & Riverside",-97.74872,30.2587,"Palmer Auditorium",-97.75346,30.25971,489
"691","Barton Springs & Riverside",-97.74872,30.2587,"Pease Park",-97.75219,30.28118,2
"692","Barton Springs & Riverside",-97.74872,30.2587,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,292
"693","Barton Springs & Riverside",-97.74872,30.2587,"Plaza Saltillo",-97.72743,30.26217,72
"694","Barton Springs & Riverside",-97.74872,30.2587,"Rainey @ River St",-97.7391,30.25802,41
"695","Barton Springs & Riverside",-97.74872,30.2587,"Rainey St @ Cummings",-97.73982,30.25579,277
"696","Barton Springs & Riverside",-97.74872,30.2587,"Red River & 8th Street",-97.73646,30.26854,110
"697","Barton Springs & Riverside",-97.74872,30.2587,"Republic Square",-97.74802,30.26751,7
"698","Barton Springs & Riverside",-97.74872,30.2587,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,20
"699","Barton Springs & Riverside",-97.74872,30.2587,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,193
"700","Barton Springs & Riverside",-97.74872,30.2587,"Riverside @ S. Lamar",-97.75665,30.26446,618
"701","Barton Springs & Riverside",-97.74872,30.2587,"San Jacinto & 8th Street",-97.73986,30.26912,71
"702","Barton Springs & Riverside",-97.74872,30.2587,"South Congress & Academy",-97.74854,30.25226,250
"703","Barton Springs & Riverside",-97.74872,30.2587,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,21
"704","Barton Springs & Riverside",-97.74872,30.2587,"South Congress & Elizabeth",-97.75019,30.24891,455
"705","Barton Springs & Riverside",-97.74872,30.2587,"South Congress & James",-97.74926,30.25103,483
"706","Barton Springs & Riverside",-97.74872,30.2587,"State Capitol @ 14th & Colorado",-97.74155,30.27654,44
"707","Barton Springs & Riverside",-97.74872,30.2587,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,21
"708","Barton Springs & Riverside",-97.74872,30.2587,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,2
"709","Barton Springs & Riverside",-97.74872,30.2587,"Toomey Rd @ South Lamar",-97.75824,30.26304,83
"710","Barton Springs & Riverside",-97.74872,30.2587,"Trinity & 6th Street",-97.73933,30.26735,228
"711","Barton Springs & Riverside",-97.74872,30.2587,"UT West Mall @ Guadalupe",-97.74181,30.28576,50
"712","Barton Springs & Riverside",-97.74872,30.2587,"Waller & 6th St.",-97.73049,30.26461,55
"713","Barton Springs & Riverside",-97.74872,30.2587,"West & 6th St.",-97.75046,30.27041,155
"714","Barton Springs & Riverside",-97.74872,30.2587,"Zilker Park",-97.76822,30.2659,358
"715","Barton Springs & Riverside",-97.74872,30.2587,"Zilker Park West",-97.76826,30.26587,59
"716","Barton Springs @ Kinney Ave",-97.76118,30.262,"11th & San Jacinto",-97.73854,30.27193,19
"717","Barton Springs @ Kinney Ave",-97.76118,30.262,"17th & Guadalupe",-97.74254,30.27974,42
"718","Barton Springs @ Kinney Ave",-97.76118,30.262,"2nd & Congress",-97.74355,30.26408,508
"719","Barton Springs @ Kinney Ave",-97.76118,30.262,"3rd & West",-97.75189,30.2678,334
"720","Barton Springs @ Kinney Ave",-97.76118,30.262,"4th & Congress",-97.74378,30.26634,346
"721","Barton Springs @ Kinney Ave",-97.76118,30.262,"5th & Bowie",-97.75332,30.2696,589
"722","Barton Springs @ Kinney Ave",-97.76118,30.262,"5th & San Marcos",-97.73289,30.26416,56
"723","Barton Springs @ Kinney Ave",-97.76118,30.262,"8th & Congress",-97.74186,30.2698,132
"724","Barton Springs @ Kinney Ave",-97.76118,30.262,"ACC - Rio Grande & 12th",-97.74739,30.27595,11
"725","Barton Springs @ Kinney Ave",-97.76118,30.262,"ACC - West & 12th Street",-97.74831,30.27624,43
"726","Barton Springs @ Kinney Ave",-97.76118,30.262,"Barton Springs & Riverside",-97.74872,30.2587,640
"727","Barton Springs @ Kinney Ave",-97.76118,30.262,"Barton Springs Pool",-97.7712,30.26452,490
"728","Barton Springs @ Kinney Ave",-97.76118,30.262,"Brazos & 6th",-97.74154,30.26754,172
"729","Barton Springs @ Kinney Ave",-97.76118,30.262,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,39
"730","Barton Springs @ Kinney Ave",-97.76118,30.262,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,11
"731","Barton Springs @ Kinney Ave",-97.76118,30.262,"Capitol Station / Congress & 11th",-97.74127,30.2726,114
"732","Barton Springs @ Kinney Ave",-97.76118,30.262,"City Hall / Lavaca & 2nd",-97.74678,30.26476,658
"733","Barton Springs @ Kinney Ave",-97.76118,30.262,"Convention Center / 3rd & Trinity",-97.74023,30.26426,272
"734","Barton Springs @ Kinney Ave",-97.76118,30.262,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,240
"735","Barton Springs @ Kinney Ave",-97.76118,30.262,"Davis at Rainey Street",-97.73845,30.26019,212
"736","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 11th St. & San Marcos",-97.73074,30.26968,34
"737","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 11th St. at Victory Grill",-97.72843,30.26896,10
"738","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 2nd & Pedernales",-97.71665,30.25542,7
"739","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 4th & Chicon",-97.72373,30.25987,12
"740","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 6th & Pedernales St.",-97.71475,30.25895,20
"741","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 6th at Robert Martinez",-97.71899,30.26032,9
"742","Barton Springs @ Kinney Ave",-97.76118,30.262,"East 7th & Pleasant Valley",-97.71002,30.26025,1
"743","Barton Springs @ Kinney Ave",-97.76118,30.262,"Guadalupe & 21st",-97.74198,30.28395,39
"744","Barton Springs @ Kinney Ave",-97.76118,30.262,"Lavaca & 6th",-97.74525,30.26889,57
"745","Barton Springs @ Kinney Ave",-97.76118,30.262,"Long Center @ South 1st & Riverside",-97.74971,30.25941,368
"746","Barton Springs @ Kinney Ave",-97.76118,30.262,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,131
"747","Barton Springs @ Kinney Ave",-97.76118,30.262,"Nueces @ 3rd",-97.74939,30.26694,246
"748","Barton Springs @ Kinney Ave",-97.76118,30.262,"Palmer Auditorium",-97.75346,30.25971,504
"749","Barton Springs @ Kinney Ave",-97.76118,30.262,"Pease Park",-97.75219,30.28118,8
"750","Barton Springs @ Kinney Ave",-97.76118,30.262,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,562
"751","Barton Springs @ Kinney Ave",-97.76118,30.262,"Plaza Saltillo",-97.72743,30.26217,38
"752","Barton Springs @ Kinney Ave",-97.76118,30.262,"Rainey @ River St",-97.7391,30.25802,61
"753","Barton Springs @ Kinney Ave",-97.76118,30.262,"Rainey St @ Cummings",-97.73982,30.25579,277
"754","Barton Springs @ Kinney Ave",-97.76118,30.262,"Red River & 8th Street",-97.73646,30.26854,64
"755","Barton Springs @ Kinney Ave",-97.76118,30.262,"Republic Square",-97.74802,30.26751,1
"756","Barton Springs @ Kinney Ave",-97.76118,30.262,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,33
"757","Barton Springs @ Kinney Ave",-97.76118,30.262,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,183
"758","Barton Springs @ Kinney Ave",-97.76118,30.262,"Riverside @ S. Lamar",-97.75665,30.26446,440
"759","Barton Springs @ Kinney Ave",-97.76118,30.262,"San Jacinto & 8th Street",-97.73986,30.26912,73
"760","Barton Springs @ Kinney Ave",-97.76118,30.262,"South Congress & Academy",-97.74854,30.25226,360
"761","Barton Springs @ Kinney Ave",-97.76118,30.262,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,52
"762","Barton Springs @ Kinney Ave",-97.76118,30.262,"South Congress & Elizabeth",-97.75019,30.24891,236
"763","Barton Springs @ Kinney Ave",-97.76118,30.262,"South Congress & James",-97.74926,30.25103,345
"764","Barton Springs @ Kinney Ave",-97.76118,30.262,"State Capitol @ 14th & Colorado",-97.74155,30.27654,19
"765","Barton Springs @ Kinney Ave",-97.76118,30.262,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,14
"766","Barton Springs @ Kinney Ave",-97.76118,30.262,"Toomey Rd @ South Lamar",-97.75824,30.26304,128
"767","Barton Springs @ Kinney Ave",-97.76118,30.262,"Trinity & 6th Street",-97.73933,30.26735,115
"768","Barton Springs @ Kinney Ave",-97.76118,30.262,"UT West Mall @ Guadalupe",-97.74181,30.28576,27
"769","Barton Springs @ Kinney Ave",-97.76118,30.262,"Waller & 6th St.",-97.73049,30.26461,33
"770","Barton Springs @ Kinney Ave",-97.76118,30.262,"West & 6th St.",-97.75046,30.27041,232
"771","Barton Springs @ Kinney Ave",-97.76118,30.262,"Zilker Park",-97.76822,30.2659,450
"772","Barton Springs @ Kinney Ave",-97.76118,30.262,"Zilker Park West",-97.76826,30.26587,59
"773","Barton Springs Pool",-97.7712,30.26452,"11th & San Jacinto",-97.73854,30.27193,1
"774","Barton Springs Pool",-97.7712,30.26452,"17th & Guadalupe",-97.74254,30.27974,24
"775","Barton Springs Pool",-97.7712,30.26452,"2nd & Congress",-97.74355,30.26408,337
"776","Barton Springs Pool",-97.7712,30.26452,"3rd & West",-97.75189,30.2678,105
"777","Barton Springs Pool",-97.7712,30.26452,"4th & Congress",-97.74378,30.26634,158
"778","Barton Springs Pool",-97.7712,30.26452,"5th & Bowie",-97.75332,30.2696,225
"779","Barton Springs Pool",-97.7712,30.26452,"5th & San Marcos",-97.73289,30.26416,19
"780","Barton Springs Pool",-97.7712,30.26452,"6th & Navasota St.",-97.72864,30.26383,8
"781","Barton Springs Pool",-97.7712,30.26452,"8th & Congress",-97.74186,30.2698,84
"782","Barton Springs Pool",-97.7712,30.26452,"8th & Guadalupe",-97.74563,30.27106,2
"783","Barton Springs Pool",-97.7712,30.26452,"ACC - Rio Grande & 12th",-97.74739,30.27595,3
"784","Barton Springs Pool",-97.7712,30.26452,"ACC - West & 12th Street",-97.74831,30.27624,5
"785","Barton Springs Pool",-97.7712,30.26452,"Barton Springs & Riverside",-97.74872,30.2587,214
"786","Barton Springs Pool",-97.7712,30.26452,"Barton Springs @ Kinney Ave",-97.76118,30.262,756
"787","Barton Springs Pool",-97.7712,30.26452,"Brazos & 6th",-97.74154,30.26754,35
"788","Barton Springs Pool",-97.7712,30.26452,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,9
"789","Barton Springs Pool",-97.7712,30.26452,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,4
"790","Barton Springs Pool",-97.7712,30.26452,"Capitol Station / Congress & 11th",-97.74127,30.2726,40
"791","Barton Springs Pool",-97.7712,30.26452,"City Hall / Lavaca & 2nd",-97.74678,30.26476,362
"792","Barton Springs Pool",-97.7712,30.26452,"Convention Center / 3rd & Trinity",-97.74023,30.26426,141
"793","Barton Springs Pool",-97.7712,30.26452,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,154
"794","Barton Springs Pool",-97.7712,30.26452,"Davis at Rainey Street",-97.73845,30.26019,107
"795","Barton Springs Pool",-97.7712,30.26452,"East 11th St. & San Marcos",-97.73074,30.26968,17
"796","Barton Springs Pool",-97.7712,30.26452,"East 11th St. at Victory Grill",-97.72843,30.26896,16
"797","Barton Springs Pool",-97.7712,30.26452,"East 2nd & Pedernales",-97.71665,30.25542,2
"798","Barton Springs Pool",-97.7712,30.26452,"East 4th & Chicon",-97.72373,30.25987,17
"799","Barton Springs Pool",-97.7712,30.26452,"East 6th & Pedernales St.",-97.71475,30.25895,16
"800","Barton Springs Pool",-97.7712,30.26452,"East 6th at Robert Martinez",-97.71899,30.26032,5
"801","Barton Springs Pool",-97.7712,30.26452,"Guadalupe & 21st",-97.74198,30.28395,35
"802","Barton Springs Pool",-97.7712,30.26452,"Lavaca & 6th",-97.74525,30.26889,16
"803","Barton Springs Pool",-97.7712,30.26452,"Long Center @ South 1st & Riverside",-97.74971,30.25941,330
"804","Barton Springs Pool",-97.7712,30.26452,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,214
"805","Barton Springs Pool",-97.7712,30.26452,"Nueces @ 3rd",-97.74939,30.26694,23
"806","Barton Springs Pool",-97.7712,30.26452,"Palmer Auditorium",-97.75346,30.25971,314
"807","Barton Springs Pool",-97.7712,30.26452,"Pease Park",-97.75219,30.28118,2
"808","Barton Springs Pool",-97.7712,30.26452,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,441
"809","Barton Springs Pool",-97.7712,30.26452,"Plaza Saltillo",-97.72743,30.26217,38
"810","Barton Springs Pool",-97.7712,30.26452,"Rainey @ River St",-97.7391,30.25802,22
"811","Barton Springs Pool",-97.7712,30.26452,"Rainey St @ Cummings",-97.73982,30.25579,174
"812","Barton Springs Pool",-97.7712,30.26452,"Red River & 8th Street",-97.73646,30.26854,33
"813","Barton Springs Pool",-97.7712,30.26452,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,10
"814","Barton Springs Pool",-97.7712,30.26452,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,119
"815","Barton Springs Pool",-97.7712,30.26452,"Riverside @ S. Lamar",-97.75665,30.26446,874
"816","Barton Springs Pool",-97.7712,30.26452,"San Jacinto & 8th Street",-97.73986,30.26912,46
"817","Barton Springs Pool",-97.7712,30.26452,"South Congress & Academy",-97.74854,30.25226,286
"818","Barton Springs Pool",-97.7712,30.26452,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,37
"819","Barton Springs Pool",-97.7712,30.26452,"South Congress & Elizabeth",-97.75019,30.24891,139
"820","Barton Springs Pool",-97.7712,30.26452,"South Congress & James",-97.74926,30.25103,200
"821","Barton Springs Pool",-97.7712,30.26452,"State Capitol @ 14th & Colorado",-97.74155,30.27654,11
"822","Barton Springs Pool",-97.7712,30.26452,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,14
"823","Barton Springs Pool",-97.7712,30.26452,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,2
"824","Barton Springs Pool",-97.7712,30.26452,"Toomey Rd @ South Lamar",-97.75824,30.26304,86
"825","Barton Springs Pool",-97.7712,30.26452,"Trinity & 6th Street",-97.73933,30.26735,62
"826","Barton Springs Pool",-97.7712,30.26452,"UT West Mall @ Guadalupe",-97.74181,30.28576,31
"827","Barton Springs Pool",-97.7712,30.26452,"Waller & 6th St.",-97.73049,30.26461,34
"828","Barton Springs Pool",-97.7712,30.26452,"West & 6th St.",-97.75046,30.27041,72
"829","Barton Springs Pool",-97.7712,30.26452,"Zilker Park",-97.76822,30.2659,259
"830","Brazos & 6th",-97.74154,30.26754,"11th & San Jacinto",-97.73854,30.27193,89
"831","Brazos & 6th",-97.74154,30.26754,"17th & Guadalupe",-97.74254,30.27974,56
"832","Brazos & 6th",-97.74154,30.26754,"2nd & Congress",-97.74355,30.26408,172
"833","Brazos & 6th",-97.74154,30.26754,"3rd & West",-97.75189,30.2678,145
"834","Brazos & 6th",-97.74154,30.26754,"4th & Congress",-97.74378,30.26634,105
"835","Brazos & 6th",-97.74154,30.26754,"5th & Bowie",-97.75332,30.2696,139
"836","Brazos & 6th",-97.74154,30.26754,"5th & San Marcos",-97.73289,30.26416,121
"837","Brazos & 6th",-97.74154,30.26754,"8th & Congress",-97.74186,30.2698,19
"838","Brazos & 6th",-97.74154,30.26754,"ACC - West & 12th Street",-97.74831,30.27624,28
"839","Brazos & 6th",-97.74154,30.26754,"Barton Springs & Riverside",-97.74872,30.2587,87
"840","Brazos & 6th",-97.74154,30.26754,"Barton Springs @ Kinney Ave",-97.76118,30.262,118
"841","Brazos & 6th",-97.74154,30.26754,"Barton Springs Pool",-97.7712,30.26452,41
"842","Brazos & 6th",-97.74154,30.26754,"Bullock Museum @ Congress & MLK",-97.73809,30.28039,122
"843","Brazos & 6th",-97.74154,30.26754,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,4
"844","Brazos & 6th",-97.74154,30.26754,"Capitol Station / Congress & 11th",-97.74127,30.2726,110
"845","Brazos & 6th",-97.74154,30.26754,"City Hall / Lavaca & 2nd",-97.74678,30.26476,131
"846","Brazos & 6th",-97.74154,30.26754,"Convention Center / 3rd & Trinity",-97.74023,30.26426,71
"847","Brazos & 6th",-97.74154,30.26754,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,98
"848","Brazos & 6th",-97.74154,30.26754,"Davis at Rainey Street",-97.73845,30.26019,203
"849","Brazos & 6th",-97.74154,30.26754,"East 11th St. & San Marcos",-97.73074,30.26968,53
"850","Brazos & 6th",-97.74154,30.26754,"East 11th St. at Victory Grill",-97.72843,30.26896,44
"851","Brazos & 6th",-97.74154,30.26754,"East 2nd & Pedernales",-97.71665,30.25542,16
"852","Brazos & 6th",-97.74154,30.26754,"East 4th & Chicon",-97.72373,30.25987,47
"853","Brazos & 6th",-97.74154,30.26754,"East 6th & Pedernales St.",-97.71475,30.25895,19
"854","Brazos & 6th",-97.74154,30.26754,"East 6th at Robert Martinez",-97.71899,30.26032,34
"855","Brazos & 6th",-97.74154,30.26754,"East 7th & Pleasant Valley",-97.71002,30.26025,2
"856","Brazos & 6th",-97.74154,30.26754,"Guadalupe & 21st",-97.74198,30.28395,45
"857","Brazos & 6th",-97.74154,30.26754,"Lavaca & 6th",-97.74525,30.26889,69
"858","Brazos & 6th",-97.74154,30.26754,"Long Center @ South 1st & Riverside",-97.74971,30.25941,60
"859","Brazos & 6th",-97.74154,30.26754,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,35
"860","Brazos & 6th",-97.74154,30.26754,"Palmer Auditorium",-97.75346,30.25971,36
"861","Brazos & 6th",-97.74154,30.26754,"Pease Park",-97.75219,30.28118,1
"862","Brazos & 6th",-97.74154,30.26754,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,65
"863","Brazos & 6th",-97.74154,30.26754,"Plaza Saltillo",-97.72743,30.26217,58
"864","Brazos & 6th",-97.74154,30.26754,"Rainey @ River St",-97.7391,30.25802,3
"865","Brazos & 6th",-97.74154,30.26754,"Rainey St @ Cummings",-97.73982,30.25579,165
"866","Brazos & 6th",-97.74154,30.26754,"Red River & 8th Street",-97.73646,30.26854,79
"867","Brazos & 6th",-97.74154,30.26754,"Republic Square",-97.74802,30.26751,4
"868","Brazos & 6th",-97.74154,30.26754,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,209
"869","Brazos & 6th",-97.74154,30.26754,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,51
"870","Brazos & 6th",-97.74154,30.26754,"Riverside @ S. Lamar",-97.75665,30.26446,102
"871","Brazos & 6th",-97.74154,30.26754,"San Jacinto & 8th Street",-97.73986,30.26912,25
"872","Brazos & 6th",-97.74154,30.26754,"South Congress & Academy",-97.74854,30.25226,106
"873","Brazos & 6th",-97.74154,30.26754,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,152
"874","Brazos & 6th",-97.74154,30.26754,"South Congress & Elizabeth",-97.75019,30.24891,80
"875","Brazos & 6th",-97.74154,30.26754,"South Congress & James",-97.74926,30.25103,100
"876","Brazos & 6th",-97.74154,30.26754,"State Capitol @ 14th & Colorado",-97.74155,30.27654,21
"877","Brazos & 6th",-97.74154,30.26754,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,31
"878","Brazos & 6th",-97.74154,30.26754,"Trinity & 6th Street",-97.73933,30.26735,44
"879","Brazos & 6th",-97.74154,30.26754,"UT West Mall @ Guadalupe",-97.74181,30.28576,82
"880","Brazos & 6th",-97.74154,30.26754,"Waller & 6th St.",-97.73049,30.26461,24
"881","Brazos & 6th",-97.74154,30.26754,"West & 6th St.",-97.75046,30.27041,114
"882","Brazos & 6th",-97.74154,30.26754,"Zilker Park",-97.76822,30.2659,101
"883","Brazos & 6th",-97.74154,30.26754,"Zilker Park West",-97.76826,30.26587,17
"884","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"11th & San Jacinto",-97.73854,30.27193,41
"885","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"17th & Guadalupe",-97.74254,30.27974,117
"886","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"2nd & Congress",-97.74355,30.26408,410
"887","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"3rd & West",-97.75189,30.2678,91
"888","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"4th & Congress",-97.74378,30.26634,448
"889","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"5th & Bowie",-97.75332,30.2696,189
"890","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"5th & San Marcos",-97.73289,30.26416,150
"891","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"6th & Congress",-97.74285,30.26822,2
"892","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"6th & Navasota St.",-97.72864,30.26383,7
"893","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"8th & Congress",-97.74186,30.2698,444
"894","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"8th & Guadalupe",-97.74563,30.27106,17
"895","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"ACC - Rio Grande & 12th",-97.74739,30.27595,27
"896","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"ACC - West & 12th Street",-97.74831,30.27624,51
"897","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Barton Springs & Riverside",-97.74872,30.2587,121
"898","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Barton Springs @ Kinney Ave",-97.76118,30.262,55
"899","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Barton Springs Pool",-97.7712,30.26452,16
"900","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Brazos & 6th",-97.74154,30.26754,126
"901","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Capital Metro HQ - East 5th at Broadway",-97.71007,30.2563,3
"902","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Capitol Station / Congress & 11th",-97.74127,30.2726,539
"903","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"City Hall / Lavaca & 2nd",-97.74678,30.26476,286
"904","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Convention Center / 3rd & Trinity",-97.74023,30.26426,192
"905","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Convention Center / 4th St. @ MetroRail",-97.739,30.26483,281
"906","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Davis at Rainey Street",-97.73845,30.26019,228
"907","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 11th St. & San Marcos",-97.73074,30.26968,304
"908","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 11th St. at Victory Grill",-97.72843,30.26896,57
"909","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 2nd & Pedernales",-97.71665,30.25542,12
"910","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 4th & Chicon",-97.72373,30.25987,27
"911","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 6th & Pedernales St.",-97.71475,30.25895,12
"912","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 6th at Robert Martinez",-97.71899,30.26032,27
"913","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"East 7th & Pleasant Valley",-97.71002,30.26025,3
"914","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Guadalupe & 21st",-97.74198,30.28395,197
"915","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Lavaca & 6th",-97.74525,30.26889,56
"916","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Long Center @ South 1st & Riverside",-97.74971,30.25941,126
"917","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"MoPac Pedestrian Bridge @ Veterans Drive",-97.77028,30.27466,48
"918","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Nueces @ 3rd",-97.74939,30.26694,65
"919","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Palmer Auditorium",-97.75346,30.25971,45
"920","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Pease Park",-97.75219,30.28118,9
"921","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Pfluger Bridge @ W 2nd Street",-97.75484,30.26717,70
"922","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Plaza Saltillo",-97.72743,30.26217,69
"923","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Rainey @ River St",-97.7391,30.25802,21
"924","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Rainey St @ Cummings",-97.73982,30.25579,114
"925","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Red River & 8th Street",-97.73646,30.26854,128
"926","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Republic Square @ Federal Courthouse Plaza",-97.74805,30.26753,9
"927","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Republic Square @ Guadalupe & 4th St.",-97.74692,30.26774,215
"928","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"Riverside @ S. Lamar",-97.75665,30.26446,81
"929","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"San Jacinto & 8th Street",-97.73986,30.26912,331
"930","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"South Congress & Academy",-97.74854,30.25226,174
"931","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"South Congress & Barton Springs at the Austin American-Statesman",-97.74592,30.25839,12
"932","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"South Congress & Elizabeth",-97.75019,30.24891,62
"933","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"South Congress & James",-97.74926,30.25103,128
"934","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"State Capitol @ 14th & Colorado",-97.74155,30.27654,203
"935","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"State Capitol Visitors Garage @ San Jacinto & 12th",-97.73805,30.27336,137
"936","Bullock Museum @ Congress & MLK",-97.73809,30.28039,"State Parking Garage @ Brazos & 18th",-97.73715,30.27907,6
